mode,scenario,task,immediate_acc,final_acc,delta
ewc_stateful,cil,Subject_6_Exercise_1,0.2562988705473501,0.018245004344048653,-0.23805386620330146
ewc_stateful,cil,Subject_6_Exercise_2,0.10079901659496004,0.0018438844499078057,-0.09895513214505224
ewc_stateful,cil,Subject_6_Exercise_3,0.07344184200079397,0.07344184200079397,0.0
stateful,cil,Subject_8_Exercise_1,0.10975609756097561,0.002613240418118467,-0.10714285714285714
stateful,cil,Subject_8_Exercise_2,0.08374384236453201,0.0006157635467980296,-0.08312807881773399
stateful,cil,Subject_8_Exercise_3,0.08174054493696625,0.08174054493696625,0.0
ewc_stateful,cil,Subject_8_Exercise_1,0.1132404181184669,0.0,-0.1132404181184669
ewc_stateful,cil,Subject_8_Exercise_2,0.0874384236453202,0.0,-0.0874384236453202
ewc_stateful,cil,Subject_8_Exercise_3,0.08133387555917039,0.08133387555917039,0.0
stateful,cil,Subject_1_Exercise_1,0.08521739130434783,0.0,-0.08521739130434783
stateful,cil,Subject_1_Exercise_2,0.07872078720787208,0.0,-0.07872078720787208
stateful,cil,Subject_1_Exercise_3,0.065625,0.065625,0.0
stateful,cil,Subject_5_Exercise_1,0.19076655052264807,0.0,-0.19076655052264807
stateful,cil,Subject_5_Exercise_2,0.07389162561576355,0.0,-0.07389162561576355
stateful,cil,Subject_5_Exercise_3,0.06381352693924341,0.06381352693924341,0.0
ewc_stateful,cil,Subject_10_Exercise_1,0.7149084568439407,0.0,-0.7149084568439407
ewc_stateful,cil,Subject_10_Exercise_2,0.10018438844499078,0.001229256299938537,-0.09895513214505225
ewc_stateful,cil,Subject_10_Exercise_3,0.059496567505720827,0.059496567505720827,0.0
stateful,cil,Subject_10_Exercise_1,0.5884917175239756,0.0,-0.5884917175239756
stateful,cil,Subject_10_Exercise_2,0.22556853103872157,0.0,-0.22556853103872157
stateful,cil,Subject_10_Exercise_3,0.059877955758962625,0.059877955758962625,0.0
stateful,cil,Subject_3_Exercise_1,0.5799126637554585,0.0,-0.5799126637554585
stateful,cil,Subject_3_Exercise_2,0.08692971639950678,0.0,-0.08692971639950678
stateful,cil,Subject_3_Exercise_3,0.05736543909348442,0.05736543909348442,0.0
stateful,cil,Subject_4_Exercise_1,0.47166521360069746,0.0008718395815170009,-0.4707933740191805
stateful,cil,Subject_4_Exercise_2,0.08051628764597418,0.0,-0.08051628764597418
stateful,cil,Subject_4_Exercise_3,0.05240683229813665,0.05240683229813665,0.0
ewc_stateful,cil,Subject_2_Exercise_1,0.6794759825327511,0.0,-0.6794759825327511
ewc_stateful,cil,Subject_2_Exercise_2,0.08569667077681874,0.0012330456226880395,-0.0844636251541307
ewc_stateful,cil,Subject_2_Exercise_3,0.051457975986277875,0.051457975986277875,0.0
ewc_stateful,cil,Subject_3_Exercise_1,0.8139737991266376,0.0,-0.8139737991266376
ewc_stateful,cil,Subject_3_Exercise_2,0.0752157829839704,0.0018495684340320592,-0.07336621454993834
ewc_stateful,cil,Subject_3_Exercise_3,0.04815864022662889,0.04815864022662889,0.0
ewc_stateful,cil,Subject_5_Exercise_1,0.41202090592334495,0.0,-0.41202090592334495
ewc_stateful,cil,Subject_5_Exercise_2,0.07635467980295567,0.0012315270935960591,-0.07512315270935961
ewc_stateful,cil,Subject_5_Exercise_3,0.04661826518914788,0.04661826518914788,0.0
ewc_stateful,cil,Subject_8_Exercise_1,0.08536585365853659,0.0,-0.08536585365853659
ewc_stateful,cil,Subject_8_Exercise_2,0.791256157635468,0.0,-0.791256157635468
ewc_stateful,cil,Subject_8_Exercise_3,0.04432696217974787,0.04432696217974787,0.0
stateful,cil,Subject_3_Exercise_1,0.8305676855895197,0.0,-0.8305676855895197
stateful,cil,Subject_3_Exercise_2,0.02342786683107275,0.0,-0.02342786683107275
stateful,cil,Subject_3_Exercise_3,0.04072237960339943,0.04072237960339943,0.0
ewc_stateful,cil,Subject_10_Exercise_1,0.0976460331299041,0.0,-0.0976460331299041
ewc_stateful,cil,Subject_10_Exercise_2,0.7314074984634297,0.003073140749846343,-0.7283343577135833
ewc_stateful,cil,Subject_10_Exercise_3,0.034324942791762014,0.034324942791762014,0.0
ewc_stateful,cil,Subject_1_Exercise_1,0.84,0.0,-0.84
ewc_stateful,cil,Subject_1_Exercise_2,0.03874538745387454,0.0,-0.03874538745387454
ewc_stateful,cil,Subject_1_Exercise_3,0.035416666666666666,0.035416666666666666,0.0
ewc_stateful,cil,Subject_6_Exercise_1,0.10947002606429192,0.0,-0.10947002606429192
ewc_stateful,cil,Subject_6_Exercise_2,0.04978488014751076,0.0043023970497848806,-0.04548248309772587
ewc_stateful,cil,Subject_6_Exercise_3,0.02421595871377531,0.02421595871377531,0.0
ewc_stateful,cil,Subject_3_Exercise_1,0.09344978165938865,0.0,-0.09344978165938865
ewc_stateful,cil,Subject_3_Exercise_2,0.04808877928483354,0.0,-0.04808877928483354
ewc_stateful,cil,Subject_3_Exercise_3,0.028328611898016998,0.028328611898016998,0.0
ewc_stateful,cil,Subject_3_Exercise_1,0.8410480349344979,0.0,-0.8410480349344979
ewc_stateful,cil,Subject_3_Exercise_2,0.025893958076448828,0.0,-0.025893958076448828
ewc_stateful,cil,Subject_3_Exercise_3,0.02443342776203966,0.02443342776203966,0.0
ewc_stateful,cil,Subject_4_Exercise_1,0.3217088055797733,0.0,-0.3217088055797733
ewc_stateful,cil,Subject_4_Exercise_2,0.03503380454824831,0.0006146281499692685,-0.034419176398279044
ewc_stateful,cil,Subject_4_Exercise_3,0.02251552795031056,0.02251552795031056,0.0
stateful,cil,Subject_1_Exercise_1,0.8434782608695652,0.0,-0.8434782608695652
stateful,cil,Subject_1_Exercise_2,0.7995079950799509,0.0,-0.7995079950799509
stateful,cil,Subject_1_Exercise_3,0.012152777777777778,0.012152777777777778,0.0
